RespondentID,StartDate,EndDate,IP_Address,Pop_Code,Region,Family_Name,Given_Name,email,Collection_Date,Latitude,Longitude,Altitude,Pop_Size,Pct_Canopy_Cover,EarthTrek_name,Population_Type,Type_Other,Understory,Roadside,Hand_Removal,Herbicide,Mowing,Biocontrol,None_Known,Sampled_Before,NPlots,P1Ros,P1Adult,P1Ros0,P1Ros20,P1Ros40,P1Ros60,P1Ros80,P1Adult0,P1Adult20,P1Adult40,P1Adult60,P1Adult80,P1Fruits0,P1Fruits20,P1Fruits40,P1Fruits60,P1Fruits80,P1Leaves0,P1Leaves20,P1Leaves40,P1Leaves60,P1Leaves80,P1Dmg0,P1Dmg20,P1Dmg40,P1Dmg60,P1Dmg80,P2Ros,P2Adult,P2Ros0,P2Ros20,P2Ros40,P2Ros60,P2Ros80,P2Adult0,P2Adult20,P2Adult40,P2Adult60,P2Adult80,P2Fruits0,P2Fruits20,P2Fruits40,P2Fruits60,P2Fruits80,P2Leaves0,P2Leaves20,P2Leaves40,P2Leaves60,P2Leaves80,P2Dmg0,P2Dmg20,P2Dmg40,P2Dmg60,P2Dmg80,P3Ros,P3Adult,P3Ros0,P3Ros20,P3Ros40,P3Ros60,P3Ros80,P3Adult0,P3Adult20,P3Adult40,P3Adult60,P3Adult80,P3Fruits0,P3Fruits20,P3Fruits40,P3Fruits60,P3Fruits80,P3Leaves0,P3Leaves20,P3Leaves40,P3Leaves60,P3Leaves80,P3Dmg0,P3Dmg20,P3Dmg40,P3Dmg60,P3Dmg80,P4Ros,P4Adult,P4Ros0,P4Ros20,P4Ros40,P4Ros60,P4Ros80,P4Adult0,P4Adult20,P4Adult40,P4Adult60,P4Adult80,P4Fruits0,P4Fruits20,P4Fruits40,P4Fruits60,P4Fruits80,P4Leaves0,P4Leaves20,P4Leaves40,P4Leaves60,P4Leaves80,P4Dmg0,P4Dmg20,P4Dmg40,P4Dmg60,P4Dmg80,P5Ros,P5Adult,P5Ros0,P5Ros20,P5Ros40,P5Ros60,P5Ros80,P5Adult0,P5Adult20,P5Adult40,P5Adult60,P5Adult80,P5Fruits0,P5Fruits20,P5Fruits40,P5Fruits60,P5Fruits80,P5Leaves0,P5Leaves20,P5Leaves40,P5Leaves60,P5Leaves80,P5Dmg0,P5Dmg20,P5Dmg40,P5Dmg60,P5Dmg80,P6Ros,P6Adult,P6Ros0,P6Ros20,P6Ros40,P6Ros60,P6Ros80,P6Adult0,P6Adult20,P6Adult40,P6Adult60,P6Adult80,P6Fruits0,P6Fruits20,P6Fruits40,P6Fruits60,P6Fruits80,P6Leaves0,P6Leaves20,P6Leaves40,P6Leaves60,P6Leaves80,P6Dmg0,P6Dmg20,P6Dmg40,P6Dmg60,P6Dmg80,P7Ros,P7Adult,P7Ros0,P7Ros20,P7Ros40,P7Ros60,P7Ros80,P7Adult0,P7Adult20,P7Adult40,P7Adult60,P7Adult80,P7Fruits0,P7Fruits20,P7Fruits40,P7Fruits60,P7Fruits80,P7Leaves0,P7Leaves20,P7Leaves40,P7Leaves60,P7Leaves80,P7Dmg0,P7Dmg20,P7Dmg40,P7Dmg60,P7Dmg80,P8Ros,P8Adult,P8Ros0,P8Ros20,P8Ros40,P8Ros60,P8Ros80,P8Adult0,P8Adult20,P8Adult40,P8Adult60,P8Adult80,P8Fruits0,P8Fruits20,P8Fruits40,P8Fruits60,P8Fruits80,P8Leaves0,P8Leaves20,P8Leaves40,P8Leaves60,P8Leaves80,P8Dmg0,P8Dmg20,P8Dmg40,P8Dmg60,P8Dmg80,P9Ros,P9Adult,P9Ros0,P9Ros20,P9Ros40,P9Ros60,P9Ros80,P9Adult0,P9Adult20,P9Adult40,P9Adult60,P9Adult80,P9Fruits0,P9Fruits20,P9Fruits40,P9Fruits60,P9Fruits80,P9Leaves0,P9Leaves20,P9Leaves40,P9Leaves60,P9Leaves80,P9Dmg0,P9Dmg20,P9Dmg40,P9Dmg60,P9Dmg80,P10Ros,P10Adult,P10Ros0,P10Ros20,P10Ros40,P10Ros60,P10Ros80,P10Adult0,P10Adult20,P10Adult40,P10Adult60,P10Adult80,P10Fruits0,P10Fruits20,P10Fruits40,P10Fruits60,P10Fruits80,P10Leaves0,P10Leaves20,P10Leaves40,P10Leaves60,P10Leaves80,P10Dmg0,P10Dmg20,P10Dmg40,P10Dmg60,P10Dmg80,email_update,email_update_address,Day,Year,second_survey,P1RosFung,P1AdultFung,P1Fung0,P1Fung20,P1Fung40,P1Fung60,P1Fung80,P2RosFung,P2AdultFung,P2Fung0,P2Fung20,P2Fung40,P2Fung60,P2Fung80,P3RosFung,P3AdultFung,P3Fung0,P3Fung20,P3Fung40,P3Fung60,P3Fung80,P4RosFung,P4AdultFung,P4Fung0,P4Fung20,P4Fung40,P4Fung60,P4Fung80,P5RosFung,P5AdultFung,P5Fung0,P5Fung20,P5Fung40,P5Fung60,P5Fung80,P6RosFung,P6AdultFung,P6Fung0,P6Fung20,P6Fung40,P6Fung60,P6Fung80,P7RosFung,P7AdultFung,P7Fung0,P7Fung20,P7Fung40,P7Fung60,P7Fung80,P8RosFung,P8AdultFung,P8Fung0,P8Fung20,P8Fung40,P8Fung60,P8Fung80,P9RosFung,P9AdultFung,P9Fung0,P9Fung20,P9Fung40,P9Fung60,P9Fung80,P10RosFung,P10AdultFung,P10Fung0,P10Fung20,P10Fung40,P10Fung60,P10Fung80,CoverPic_Mean
144,8/26/2011,8/26/2011,REDACTED,CSIAS8,Europe,REDACTED,REDACTED,REDACTED,7/11/2011,47.10535,27.46679,138,12,70,REDACTED,Other(Specify),orchard,0,0,1,1,0,0,0,NA,1,0,30,NA,NA,NA,NA,NA,90,90,135,130,70,9,15,19,8,11,10,11,12,7,0,0,0,0,0,0,5,74,2,NA,2,NA,3,80,60,65,45,120,10,12,5,3,19,10,7,7,6,10,0,0,0,0,0,1,54,NA,NA,2,NA,NA,120,110,100,60,140,14,8,10,7,46,10,8,9,8,14,0,1,0,0,0,0,16,NA,NA,NA,NA,NA,120,80,55,NA,140,24,7,7,NA,20,10,8,10,NA,10,1,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.85
144,8/26/2011,8/26/2011,REDACTED,CSIAS7,Europe,REDACTED,REDACTED,REDACTED,7/11/2011,47.13992,27.54691,135,15,70,REDACTED,Other(Specify),orchard,0,0,0,1,0,0,0,NA,1,26,42,4,4,2,3,NA,85,60,60,80,70,10,13,5,14,15,7,6,7,12,9,0,0,2,2,0,0,28,NA,NA,NA,NA,NA,100,55,45,55,65,24,6,5,6,6,10,7,6,9,8,0,0,0,0,0,2,39,NA,3,3,NA,NA,60,55,40,55,43,10,7,3,5,4,7,7,6,8,6,0,0,0,0,0,1,64,NA,NA,2,NA,NA,45,55,80,85,35,5,5,7,9,3,7,6,8,10,7,0,0,0,0,0,0,56,NA,NA,NA,NA,NA,45,45,75,100,110,4,3,8,15,18,6,6,6,7,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.73
144,8/26/2011,8/26/2011,REDACTED,CSIAS6,Europe,REDACTED,REDACTED,REDACTED,7/11/2011,47.14041,27.54992,128,9,70,REDACTED,Other(Specify),orchard,0,0,0,1,0,0,0,NA,1,1,28,NA,NA,3,NA,NA,80,NA,140,120,120,17,NA,32,22,15,12,NA,12,12,12,5,NA,4,4,2,1,68,NA,3,NA,NA,NA,80,100,125,70,50,9,7,18,6,7,10,8,12,8,14,0,2,2,0,2,0,44,NA,NA,NA,NA,NA,85,30,150,95,80,6,2,50,17,10,9,14,14,15,10,1,3,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,2011,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.04
144,8/26/2011,8/26/2011,REDACTED,CSIAS5,Europe,REDACTED,REDACTED,REDACTED,6/24/2011,47.21061,27.53083,202,4,50,REDACTED,Forest_Edge,NA,0,0,0,0,0,0,1,NA,1,0,33,NA,NA,NA,NA,NA,65,60,85,85,80,7,19,16,12,9,7,7,8,6,7,2,2,2,0,1,0,42,NA,NA,NA,NA,NA,120,120,90,140,80,31,24,19,72,11,8,9,8,17,5,0,1,5,5,1,0,30,NA,NA,NA,NA,NA,70,100,90,80,90,14,21,20,11,15,7,8,9,7,8,1,1,3,3,3,0,47,NA,NA,NA,NA,NA,90,140,120,90,120,17,46,19,16,25,7,11,8,8,12,0,4,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.39
144,8/26/2011,8/26/2011,REDACTED,CSIAS4,Europe,REDACTED,REDACTED,REDACTED,6/24/2011,47.21724,27.52551,149,15,60,REDACTED,Forest_Edge,NA,0,0,0,0,0,0,1,NA,1,0,50,NA,NA,NA,NA,NA,110,60,120,80,105,30,35,30,38,14,9,4,8,9,6,2,0,4,2,3,0,57,NA,NA,NA,NA,NA,110,100,85,65,110,39,26,16,15,22,9,9,8,7,9,0,2,2,3,4,0,55,NA,NA,NA,NA,NA,95,100,85,90,100,6,31,30,13,27,8,8,9,9,9,2,2,0,4,5,0,42,NA,NA,NA,NA,NA,90,95,75,60,65,18,22,16,13,12,8,9,9,7,8,2,4,0,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.9
144,8/26/2011,8/26/2011,REDACTED,CSIAS3,Europe,REDACTED,REDACTED,REDACTED,6/24/2011,47.29083,27.427236,151,10,70,REDACTED,Forest_Edge,NA,0,0,0,0,0,0,1,NA,1,0,34,NA,NA,NA,NA,NA,110,120,70,80,90,43,58,14,9,15,7,9,8,6,7,7,6,6,6,3,0,13,NA,NA,NA,NA,NA,60,120,NA,90,70,8,19,NA,19,16,8,8,NA,6,6,4,5,NA,5,2,1,40,3,NA,NA,NA,NA,60,100,100,60,100,9,15,16,9,14,6,7,7,6,9,4,3,4,5,4,0,14,NA,NA,NA,NA,NA,100,100,100,80,90,16,38,15,38,12,8,10,8,7,7,5,5,4,2,4,0,7,NA,NA,NA,NA,NA,NA,100,70,70,NA,NA,25,21,19,NA,NA,10,7,7,NA,NA,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,2011,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.89
144,8/26/2011,8/26/2011,REDACTED,CSIAS2,Europe,REDACTED,REDACTED,REDACTED,6/24/2011,47.24313,27.4853,146,40,85,REDACTED,Forest_Understory,NA,1,0,0,0,0,0,1,NA,1,0,13,NA,NA,NA,NA,NA,120,65,120,105,60,27,10,17,22,19,17,12,13,20,12,7,5,3,10,6,1,11,NA,2,NA,NA,NA,50,45,100,80,80,7,7,20,19,11,8,10,18,14,12,4,5,9,7,6,0,6,NA,NA,NA,NA,NA,65,NA,NA,20,50,8,NA,NA,17,6,12,NA,NA,10,9,6,NA,NA,4,3,0,5,NA,NA,NA,NA,NA,65,NA,60,85,NA,6,NA,5,10,NA,12,NA,6,14,8,6,NA,2,6,8,1,6,NA,NA,5,NA,NA,75,80,NA,45,60,5,7,NA,10,7,10,12,NA,6,6,5,5,NA,3,2,1,11,NA,NA,3,NA,NA,NA,60,65,154,80,NA,5,5,18,15,NA,9,8,15,9,NA,4,4,6,4,0,7,NA,NA,NA,NA,NA,65,85,42,35,70,9,16,4,2,11,10,14,8,8,8,5,7,4,4,4,0,9,NA,NA,NA,NA,NA,65,60,60,NA,90,5,3,7,NA,14,10,10,10,NA,18,5,5,5,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.51
144,8/26/2011,8/26/2011,REDACTED,CSIAS1,Europe,REDACTED,REDACTED,REDACTED,6/24/2011,47.23432,27.49709,173,45,85,REDACTED,Forest_Understory,NA,1,0,0,0,0,0,1,NA,1,0,9,NA,NA,NA,NA,NA,60,NA,68,35,NA,11,NA,13,3,NA,4,NA,5,3,NA,4,NA,5,3,NA,0,19,NA,NA,NA,NA,NA,58,62,80,70,80,13,7,16,10,12,4,4,8,6,6,4,4,8,2,4,0,15,NA,NA,NA,NA,NA,60,55,30,69,60,7,11,3,17,7,6,6,3,6,7,4,1,3,6,6,0,4,NA,NA,NA,NA,NA,105,80,NA,NA,NA,27,21,NA,NA,NA,13,11,NA,NA,NA,6,8,NA,NA,NA,0,4,NA,NA,NA,NA,NA,25,45,40,NA,NA,11,7,8,NA,NA,4,4,4,NA,NA,3,4,4,NA,NA,3,9,NA,NA,NA,5,NA,40,NA,60,55,35,12,NA,18,10,1,6,NA,6,6,6,6,NA,6,4,6,2,17,NA,4,NA,3,NA,45,45,15,20,45,6,10,2,1,6,5,5,3,4,5,5,5,3,4,5,0,12,NA,NA,NA,NA,NA,60,58,60,38,75,7,8,10,4,16,5,4,5,4,7,5,4,5,4,7,0,13,NA,NA,NA,NA,NA,45,40,45,50,50,5,6,7,3,4,5,4,4,5,6,5,4,4,5,6,0,9,NA,NA,NA,NA,NA,50,NA,60,43,53,9,NA,13,4,6,5,NA,4,5,4,5,NA,4,5,4,NA,NA,174,2011,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,3,3,1,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,92.05
145,self_entered,self_entered,REDACTED,THDUB1,Europe,REDACTED,REDACTED,REDACTED,5/30/2011,53.417896,-6.213052,47,NA,67.61,REDACTED,Roadside,NA,0,1,NA,NA,NA,NA,NA,NA,10,0,8,NA,NA,NA,NA,NA,66,100,105,115,37,22,565,114,118,13,22,113,42,96,9,11,0,4,33,0,1,3,6,NA,NA,NA,NA,67,75,39,NA,NA,285,551,193,NA,NA,53,87,29,NA,NA,0,0,0,NA,NA,17,17,7,10,13,6,4,40,78,65,92,30,25,90,79,352,15,18,30,17,78,17,10,0,0,26,10,3,37,NA,20,15,NA,10,53,76,47,65,63,60,71,15,59,71,44,37,22,40,65,0,2,0,0,5,2,25,4,25,NA,NA,NA,29,87,52,60,43,13,73,17,29,12,19,67,25,36,34,1,3,3,2,2,2,15,7,5,NA,NA,NA,44,97,63,77,50,20,78,85,81,17,25,40,57,70,12,1,4,0,0,0,12,9,10,5,1,4,20,66,44,63,47,46,45,12,31,23,31,35,31,54,31,30,2,5,4,3,2,0,14,NA,NA,NA,NA,NA,72,60,63,71,66,80,37,42,73,39,96,48,51,66,34,0,0,0,0,0,11,20,18,10,15,6,11,31,49,41,37,33,10,16,21,17,16,32,42,36,34,28,0,0,0,0,0,9,14,16,14,7,3,1,62,60,48,16,27,17,19,22,17,19,19,26,19,14,22,0,1,2,0,0,YES,NA,149,2011,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,20,15,10,20,30,NA,NA,9,32,11,17,16,NA,NA,12,4,26,23,0,NA,NA,15,13,25,14,14,NA,NA,48,22,29,33,17,NA,NA,16,21,18,17,14,NA,NA,6,0,0,7,11,72.226
145,self_entered,self_entered,REDACTED,THDUB2,Europe,REDACTED,REDACTED,REDACTED,7/8/2011,53.284583,-6.519138,135,NA,8.09,REDACTED,Roadside,NA,0,1,NA,NA,NA,NA,NA,NA,10,4,16,5,10,14,8,NA,123,135,107,119,95,81,109,266,165,117,29,39,31,22,40,0,2,0,5,0,3,21,NA,NA,7,9,13,95,102,115,83,130,36,312,59,68,109,19,26,34,50,15,0,1,5,7,0,3,20,NA,9,15,3,NA,68,108,119,78,157,67,96,378,47,169,15,31,22,39,80,0,7,1,1,2,4,10,5,9,15,NA,9,98,132,52,165,105,129,352,47,211,145,46,37,59,63,45,0,2,36,7,3,8,13,6,9,12,5,7,36,75,88,92,47,31,44,32,56,49,16,18,69,35,32,4,0,3,0,0,3,16,4,NA,NA,14,10,69,134,117,126,52,27,67,97,519,45,17,47,64,39,23,0,1,0,0,2,3,7,5,NA,12,7,NA,124,112,76,59,36,67,77,41,68,56,14,16,17,44,33,0,1,5,1,8,4,21,6,9,4,NA,8,127,78,45,91,37,83,45,19,58,37,31,17,37,22,14,2,5,7,1,0,4,18,2,NA,4,9,15,111,135,75,41,93,59,99,28,39,29,16,24,33,19,11,4,5,8,2,1,4,10,2,5,4,8,NA,142,112,128,59,78,467,81,289,60,93,21,25,18,36,18,6,2,0,4,6,YES,NA,188,2011,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,21.051
145,self_entered,self_entered,REDACTED,THDUB3,Europe,REDACTED,REDACTED,REDACTED,6/10/2011,53.266564,-6.229223,125,NA,65.51,REDACTED,Forest_Edge,also_roadside,0,1,NA,NA,NA,NA,NA,NA,10,7,21,6,4,5,8,7,112,117,93,75,61,59,89,152,48,71,32,14,25,12,19,5,7,3,0,1,9,14,4,7,8,3,11,115,106,132,67,88,287,32,19,33,25,36,14,22,11,11,3,3,4,2,0,13,19,7,7,9,11,5,67,85,123,149,144,77,45,73,45,333,28,23,17,34,39,0,0,5,9,4,5,15,3,4,9,7,12,89,68,97,112,153,78,225,89,57,109,15,28,34,26,39,0,2,5,7,3,8,13,8,7,3,8,15,93,58,79,135,127,63,57,37,39,134,35,26,47,24,19,2,8,5,1,4,6,26,6,8,7,3,15,139,114,86,79,62,59,47,86,35,29,15,14,27,34,13,7,3,6,8,1,12,24,5,7,9,6,2,112,126,95,68,76,68,54,89,38,67,18,19,31,28,11,2,5,7,4,3,3,25,NA,NA,2,3,1,34,66,142,135,108,42,55,17,261,63,17,34,41,61,62,4,0,9,0,0,2,22,NA,7,NA,9,NA,74,95,110,120,140,110,135,354,59,56,44,36,39,15,23,0,2,4,9,0,3,17,16,13,6,NA,NA,110,90,115,107,128,40,60,30,229,35,25,36,20,13,18,0,0,4,0,0,YES,NA,160,2011,0,NA,NA,0,0,2,5,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,63.185
